subject,session,channel,epoch_id,Q1,Q2,Q3,mean_diag_delta,mean_diag_theta,mean_diag_alpha,mean_diag_beta,mean_diag_gamma,mean_diag,mean_all,mean_offdiag,theta_alpha_coupling,alpha_beta_coupling,peak_diag,peak_diag_freq
sub-007,ses-01,C4,8,8,2,0,22.0795,6.4830,2.0343,4.6296,0.0000,4.3405,5.6603,5.5436,7.2319,6.5570,65.3749,1.0000
sub-007,ses-01,C4,9,8,2,0,3.6465,10.6085,7.0020,2.5997,0.0000,3.0890,4.9279,4.9067,6.8068,6.2247,16.2188,7.0000
sub-007,ses-01,C4,10,4,2,2,18.1260,6.9331,9.9445,4.5510,0.0000,5.0946,6.3922,6.3189,7.4787,5.6456,34.6842,1.0000
sub-007,ses-01,C4,11,8,2,0,18.2124,6.1667,5.4767,4.0181,0.0000,4.2468,5.7648,5.6979,4.1550,6.4925,50.7830,1.0000
sub-007,ses-01,C4,12,8,0,0,13.4478,10.2102,6.7401,4.0485,0.0000,4.3652,5.3291,5.2782,5.1742,5.6723,19.1060,1.0000
sub-007,ses-01,C4,13,8,2,0,14.1924,6.3996,5.8446,6.0104,0.0000,4.5482,9.4085,9.4317,10.3628,9.6509,20.6924,18.0000
sub-007,ses-01,C4,14,4,2,2,6.3186,7.9839,4.9724,6.6653,0.0000,4.0394,5.6370,5.5850,5.6998,4.2244,28.5009,17.0000
sub-007,ses-01,C4,15,8,2,0,13.2159,11.8136,4.7126,7.6826,0.0000,5.3085,5.7766,5.6979,5.2300,5.4038,28.8186,1.0000
sub-007,ses-01,C4,16,8,0,0,4.8142,5.0550,4.8338,5.7490,0.0000,3.3306,5.3353,5.3184,3.3589,5.1814,28.4180,21.0000
sub-007,ses-01,C4,17,4,2,0,12.4254,14.8537,7.2201,4.7907,0.0000,4.9934,6.1279,6.0888,6.3473,6.0770,24.8023,4.0000
sub-007,ses-01,C4,18,8,0,0,20.9388,7.5048,5.7166,4.3610,0.0000,4.7620,5.5298,5.4788,5.3657,5.8704,61.9796,1.0000
sub-007,ses-01,C4,19,8,0,0,3.0049,5.0645,6.0508,4.1930,0.0000,2.8626,4.9060,4.9013,2.5552,3.1523,13.1151,10.0000
sub-007,ses-01,C4,20,8,0,0,9.7912,7.6248,2.6018,4.5577,0.0000,3.3611,5.0563,5.0478,5.6834,4.6988,18.5721,22.0000
sub-007,ses-01,C4,21,8,0,0,10.6831,8.6122,6.9021,3.9589,0.0000,3.9549,5.3736,5.3168,6.4120,5.0449,15.6208,8.0000
sub-007,ses-01,C4,22,8,0,0,8.7427,7.5675,4.8332,6.1277,0.0000,4.0442,6.4830,6.4650,8.4286,7.1544,21.7936,1.0000
sub-007,ses-01,C4,23,8,2,0,14.4565,4.1400,10.4898,6.4676,0.0000,5.1489,5.8541,5.7939,7.9315,5.7950,41.6351,1.0000
sub-007,ses-01,C4,24,8,0,0,3.1292,12.7210,5.0397,6.3226,0.0000,4.0891,5.0031,4.9506,6.1720,4.9591,26.6979,16.0000
sub-007,ses-01,C4,25,4,2,2,6.4796,11.9020,17.0403,4.2489,0.0000,5.3722,9.3579,9.3477,13.2448,7.4219,34.2983,11.0000
sub-007,ses-01,C4,26,8,2,0,4.9943,2.8933,2.0564,2.2413,0.0000,1.6983,5.3549,5.4022,8.4098,4.0853,9.9420,1.0000
sub-007,ses-01,CP4,0,4,2,0,10.3853,6.3351,3.3418,3.3745,0.0000,3.0419,5.9729,5.9801,7.2825,6.4464,18.0041,1.0000
sub-007,ses-01,CP4,1,4,2,0,7.9019,14.1980,6.9882,7.6873,0.0000,5.3550,5.7269,5.6344,12.3210,6.2838,31.2540,7.0000
sub-007,ses-01,CP4,2,2,4,2,2.7616,7.7639,4.7631,3.4891,0.0000,2.6986,5.4750,5.4854,5.4566,5.1140,15.3394,7.0000
sub-007,ses-01,CP4,3,2,4,2,6.2846,2.2109,2.9452,3.8461,0.0000,2.3640,5.0787,5.0985,7.3586,4.7213,13.9973,18.0000
sub-007,ses-01,CP4,4,4,4,0,21.8371,5.3008,6.9643,4.6917,0.0000,4.9146,6.1066,5.9846,4.8456,5.7865,74.1362,1.0000
sub-007,ses-01,CP4,5,4,2,2,25.9464,11.8905,8.8558,5.4857,0.0000,6.4139,5.5693,5.4482,8.6843,6.7350,36.8335,1.0000
sub-007,ses-01,CP4,6,8,2,0,8.2434,10.7530,1.9070,4.0681,0.0000,3.2631,5.3396,5.3143,4.7106,4.6302,29.9948,1.0000
sub-007,ses-01,CP4,7,8,0,0,17.7194,4.5893,8.4428,6.8972,0.0000,5.3385,6.0339,5.9370,5.4655,4.3733,54.4074,1.0000
sub-007,ses-01,CP4,8,8,2,0,15.1229,6.9762,2.0247,2.9309,0.0000,3.2243,5.5613,5.5485,5.6237,5.1845,37.7538,1.0000
sub-007,ses-01,CP4,9,8,2,0,6.5149,3.7743,4.6641,3.8920,0.0000,2.7846,5.5017,5.5171,4.3020,4.7413,12.9202,19.0000
sub-007,ses-01,CP4,10,4,2,2,14.1820,6.4393,5.2239,3.5522,0.0000,3.7211,5.7167,5.6867,8.5489,5.0040,24.6801,1.0000
sub-007,ses-01,CP4,11,8,2,0,20.3834,8.2669,5.2450,4.2532,0.0000,4.6829,4.9960,4.8776,3.6796,4.1478,58.4795,1.0000
sub-007,ses-01,CP4,12,8,0,0,18.9938,10.4962,10.7339,3.2285,0.0000,5.2171,5.9560,5.8912,9.6772,3.4895,46.9840,3.0000
sub-007,ses-01,CP4,13,8,2,0,23.6980,15.8180,14.7674,10.4206,0.0000,8.8869,17.2867,17.3217,19.8541,16.0450,32.2612,1.0000
sub-007,ses-01,CP4,14,4,2,2,6.8647,8.4718,4.7658,5.9660,0.0000,3.8953,5.1943,5.1535,3.6769,4.7544,24.0103,20.0000
sub-007,ses-01,CP4,15,8,2,0,3.2722,4.5872,4.3456,6.1728,0.0000,3.2037,5.3681,5.3592,3.3614,4.6955,19.6836,21.0000
sub-007,ses-01,CP4,16,8,0,0,16.3653,6.5352,6.2306,4.3953,0.0000,4.3285,5.6382,5.5349,4.3552,5.5739,58.5787,1.0000
sub-007,ses-01,CP4,17,4,2,0,19.6802,14.9934,9.6808,6.6426,0.0000,6.5845,6.4679,6.3352,5.0201,7.7051,42.7223,1.0000
sub-007,ses-01,CP4,18,8,0,0,19.8808,6.2137,4.3566,2.1817,0.0000,3.6949,5.1723,5.1514,6.0553,4.5624,59.4615,1.0000
sub-007,ses-01,CP4,19,8,0,0,6.3006,6.1896,4.6149,4.2259,0.0000,3.0834,5.3326,5.3226,5.6673,4.0124,20.6248,1.0000
sub-007,ses-01,CP4,20,8,0,0,22.2735,11.0837,3.4100,3.2180,0.0000,4.5517,5.4754,5.3624,6.2033,4.5938,58.8217,1.0000
sub-007,ses-01,CP4,21,8,0,0,2.4409,5.7491,7.2324,3.1686,0.0000,2.7290,5.2267,5.2398,3.9392,5.2467,13.6338,8.0000
sub-007,ses-01,CP4,22,8,0,0,6.2229,11.4168,4.6779,3.1169,0.0000,3.2360,6.2485,6.2629,7.1726,7.4565,27.8608,6.0000
sub-007,ses-01,CP4,23,8,2,0,19.5303,2.8912,10.8533,3.3050,0.0000,4.5993,6.0619,5.9927,8.0419,5.7516,60.2099,1.0000
sub-007,ses-01,CP4,24,8,0,0,17.1876,9.7665,2.4625,3.2574,0.0000,3.8358,5.6788,5.6038,5.9946,4.4041,45.2670,1.0000
sub-007,ses-01,CP4,25,4,2,2,13.7109,4.8062,5.5007,3.3326,0.0000,3.4976,5.4041,5.3855,5.6267,6.0751,38.1261,1.0000
sub-007,ses-01,CP4,26,8,2,0,5.4832,3.7387,2.3210,3.5512,0.0000,2.2553,6.0280,6.0668,6.0476,4.3833,12.5024,14.0000
sub-007,ses-01,O2,0,4,2,0,16.4437,9.0251,5.8154,6.2593,0.0000,5.0730,5.9697,5.9024,4.9333,6.7763,40.1866,17.0000
sub-007,ses-01,O2,1,4,2,0,2.7489,8.2906,2.5764,3.1255,0.0000,2.3313,5.2784,5.3008,4.9548,7.0532,22.5963,6.0000
sub-007,ses-01,O2,2,2,4,2,22.1792,7.1862,4.2308,4.0971,0.0000,4.5607,5.5838,5.5009,5.5463,5.3436,77.4594,1.0000
sub-007,ses-01,O2,3,2,4,2,8.3911,4.8733,7.1205,5.8776,0.0000,4.0044,5.5571,5.5321,7.9141,6.5270,18.4178,22.0000
sub-007,ses-01,O2,4,4,4,0,15.6967,4.0594,6.9889,2.3618,0.0000,3.5270,5.4317,5.3858,5.0236,4.2826,40.4616,1.0000
sub-007,ses-01,O2,5,4,2,2,5.7227,8.0044,2.9241,2.3914,0.0000,2.4079,5.8387,5.8671,7.8108,5.1441,26.0665,7.0000
sub-007,ses-01,O2,6,8,2,0,7.1892,4.0441,7.3230,2.2435,0.0000,2.7450,4.9886,4.9830,3.4577,5.4371,21.0037,9.0000
sub-007,ses-01,O2,7,8,0,0,3.8501,6.4769,6.5929,4.7366,0.0000,3.3126,5.8785,5.8807,6.0051,5.4254,16.1303,9.0000
sub-007,ses-01,O2,8,8,2,0,5.2480,4.7421,7.7050,3.1037,0.0000,2.9428,5.7834,5.8002,7.4608,4.9438,14.5856,8.0000
sub-007,ses-01,O2,9,8,2,0,10.0904,6.9936,9.1705,5.9299,0.0000,4.6616,6.4509,6.4046,6.8422,4.6864,20.9631,21.0000
sub-007,ses-01,O2,10,4,2,2,8.9431,9.0074,2.8089,4.0747,0.0000,3.2936,5.1711,5.1638,2.8228,5.3801,22.6373,21.0000
sub-007,ses-01,O2,11,8,2,0,17.1954,5.3572,3.3949,5.9203,0.0000,4.3615,5.9496,5.9077,3.4807,5.8540,49.2018,1.0000
sub-007,ses-01,O2,12,8,0,0,1.5768,3.3843,3.5036,5.6433,0.0000,2.6565,5.6529,5.6636,5.0826,5.6416,19.9615,14.0000
sub-007,ses-01,O2,13,8,2,0,34.3889,19.8381,15.9141,9.1629,0.0000,10.0351,15.0272,14.9914,25.1852,16.8459,47.8912,2.0000
sub-007,ses-01,O2,14,4,2,2,21.2892,8.2730,10.4596,7.6125,0.0000,6.5109,10.9427,10.9433,15.7397,12.2168,26.4842,3.0000
sub-007,ses-01,O2,15,8,2,0,13.8633,2.0643,8.3008,3.9258,0.0000,3.8267,5.9663,5.9237,4.8441,5.8642,31.5220,1.0000
sub-007,ses-01,O2,16,8,0,0,18.3311,6.0081,6.3695,3.7636,0.0000,4.2907,5.6517,5.6001,5.5648,5.5921,52.4802,1.0000
sub-007,ses-01,O2,17,4,2,0,26.3254,11.8895,9.8667,13.7412,0.0000,9.0859,9.7137,9.5557,5.2768,11.0051,61.6283,1.0000
sub-007,ses-01,O2,18,8,0,0,17.9282,3.5183,4.4971,4.3588,0.0000,3.9403,5.5808,5.4875,4.9951,4.9676,62.9571,1.0000
sub-007,ses-01,O2,19,8,0,0,7.9482,10.0568,5.5080,4.4759,0.0000,3.7966,5.8121,5.7904,6.2946,5.5858,19.3405,16.0000
sub-007,ses-01,O2,20,8,0,0,5.2885,2.0422,2.3607,4.6459,0.0000,2.4159,5.7273,5.7496,8.5345,3.1480,13.9737,19.0000
sub-007,ses-01,O2,21,8,0,0,20.5934,7.5565,9.0497,6.3928,0.0000,5.8140,5.5359,5.4273,8.1760,4.7378,59.0325,1.0000
sub-007,ses-01,O2,22,8,0,0,8.2645,16.5843,3.7650,5.4484,0.0000,4.4841,6.1824,6.1333,6.1225,5.6932,37.8272,6.0000
sub-007,ses-01,O2,23,8,2,0,16.8534,6.4158,6.6113,3.9788,0.0000,4.2900,5.7834,5.7173,7.1671,6.0739,53.6838,1.0000
sub-007,ses-01,O2,24,8,0,0,2.4734,2.8356,4.6349,2.1332,0.0000,1.7855,4.9871,5.0253,6.9757,4.9610,11.3408,9.0000
sub-007,ses-01,O2,25,4,2,2,14.7482,6.7861,8.0003,5.7816,0.0000,4.8674,4.8886,4.8279,4.6015,5.4127,49.8510,1.0000
sub-007,ses-01,O2,26,8,2,0,17.0281,2.7492,3.9440,6.8317,0.0000,4.4555,5.4596,5.3799,5.4709,5.1044,53.9984,1.0000
sub-007,ses-02,Fp1,0,4,2,0,15.6444,10.5145,8.1298,4.6224,0.0000,4.9652,6.7286,6.6624,12.0100,5.1868,42.1876,1.0000
sub-007,ses-02,Fp1,1,4,2,0,27.8741,3.4195,5.6892,4.6714,0.0000,5.1172,5.9660,5.8361,6.7122,5.1068,74.9825,1.0000
sub-007,ses-02,Fp1,2,8,2,0,22.0271,6.3237,9.2553,4.4637,0.0000,5.2782,6.4415,6.3077,9.0377,4.2311,62.8290,1.0000
sub-007,ses-02,Fp1,3,4,2,0,15.9809,3.7526,6.7803,5.9905,0.0000,4.5929,6.9428,6.9160,3.9446,5.5493,43.2151,1.0000
sub-007,ses-02,Fp1,4,4,2,0,2.9923,8.5149,3.7207,1.2874,0.0000,1.9788,5.4489,5.4783,7.3320,4.4064,20.9473,6.0000
sub-007,ses-02,Fp1,5,8,2,0,2.6550,3.3128,3.9602,5.6023,0.0000,2.8014,5.6930,5.6976,3.7213,5.4590,17.5462,19.0000
sub-007,ses-02,Fp1,6,4,2,0,11.4784,9.3703,5.8151,6.4968,0.0000,4.7150,5.5372,5.4844,2.7303,5.6082,22.8658,1.0000
sub-007,ses-02,Fp1,7,8,2,0,22.1860,6.9703,7.2356,2.6661,0.0000,4.5279,5.6031,5.5140,9.0869,5.1661,57.2994,1.0000
sub-007,ses-02,Fp1,8,4,4,0,4.8049,9.4445,8.6547,10.5349,0.0000,5.7181,12.7035,12.7523,5.4578,8.6449,43.7565,19.0000
sub-007,ses-02,Fp1,9,4,2,0,18.6985,3.4176,12.0229,5.5526,0.0000,5.4136,5.3562,5.2156,5.0781,4.9196,64.6723,1.0000
sub-007,ses-02,Fp1,10,8,0,0,21.4594,13.2932,5.2241,3.5370,0.0000,5.0311,6.4580,6.3406,6.9478,5.3270,67.2214,1.0000
sub-007,ses-02,Fp1,11,8,2,0,32.9613,2.2550,3.7333,3.5385,0.0000,4.8666,5.7049,5.5569,5.1296,5.2892,74.6721,1.0000
sub-007,ses-02,Fp1,12,4,4,0,5.3083,5.2500,4.3165,2.4239,0.0000,2.3173,4.8513,4.8615,5.0346,4.8615,11.3954,5.0000
sub-007,ses-02,Fp1,13,8,2,2,23.8740,6.4441,3.2394,2.9068,0.0000,4.1511,5.7479,5.6477,3.9779,5.1222,65.7123,1.0000
sub-007,ses-02,Fp1,14,4,2,0,15.5869,6.4355,2.7393,4.4798,0.0000,3.7852,5.4746,5.4502,7.2625,5.5146,32.0973,2.0000
sub-007,ses-02,Fp1,15,8,0,0,11.6186,9.2057,2.8607,4.7421,0.0000,3.7700,5.0680,5.0171,3.8300,5.5967,21.3102,1.0000
sub-007,ses-02,Fp1,16,4,2,2,6.8877,9.3277,3.5744,5.2000,0.0000,3.5792,5.4202,5.3931,4.3357,6.1177,19.4819,7.0000
sub-007,ses-02,Fp1,17,2,4,0,11.5682,5.1680,4.5752,4.5807,0.0000,3.5801,5.2248,5.1635,4.6962,5.1266,34.8373,1.0000
sub-007,ses-02,Fp1,18,4,2,0,9.8619,8.2865,7.4150,12.3412,0.0000,6.4539,9.2656,9.2338,6.4622,7.4767,32.9810,14.0000
sub-007,ses-02,Fp1,19,4,0,0,5.6540,4.2839,3.5860,4.7520,0.0000,2.8615,6.0049,6.0280,5.3163,6.3494,18.1438,21.0000
sub-007,ses-02,Fp1,20,4,2,2,14.2439,4.5732,4.8997,3.6122,0.0000,3.5262,6.4909,6.4770,5.2535,7.0471,45.2421,1.0000
sub-007,ses-02,Fp1,21,8,2,2,19.8990,4.8258,7.1915,2.9321,0.0000,4.1899,5.5981,5.5152,6.8164,5.3582,62.1906,1.0000
sub-007,ses-02,Fp1,22,8,2,2,15.9349,5.6012,11.7794,4.2659,0.0000,4.9367,6.2500,6.1581,7.9454,6.8259,51.3305,1.0000
sub-007,ses-02,Fp1,23,8,2,2,8.3135,5.6324,7.0682,2.9295,0.0000,3.1692,5.7348,5.7390,5.9512,7.7589,28.4678,1.0000
sub-007,ses-02,Fp1,24,8,2,2,26.9621,7.8071,7.4265,6.1449,0.0000,6.1284,6.3992,6.2754,6.1090,5.2738,62.9845,1.0000
sub-007,ses-02,C3,0,4,2,0,8.1328,5.5679,5.4761,1.9132,0.0000,2.6170,6.0544,6.0679,15.0666,5.2778,21.1311,1.0000
sub-007,ses-02,C3,1,4,2,0,11.7801,6.7909,4.0846,3.5741,0.0000,3.3780,5.1905,5.1780,4.3035,5.4918,29.3176,3.0000
sub-007,ses-02,C3,2,8,2,0,5.5999,7.6603,11.8704,3.0711,0.0000,3.8183,5.4775,5.4541,5.8291,5.2939,28.0418,10.0000
sub-007,ses-02,C3,3,4,2,0,2.4414,3.0153,3.1698,5.2249,0.0000,2.5295,6.4965,6.5330,4.6324,5.0957,18.0169,15.0000
sub-007,ses-02,C3,4,4,2,0,18.6759,6.2456,4.4711,4.5541,0.0000,4.3190,5.9146,5.8442,9.5776,5.9261,48.7646,1.0000
sub-007,ses-02,C3,5,8,2,0,8.4972,5.8299,6.2180,4.8253,0.0000,3.6592,5.5998,5.5820,6.3516,5.2458,13.4015,22.0000
sub-007,ses-02,C3,6,4,2,0,9.9093,3.6867,4.7900,4.6993,0.0000,3.3538,5.7667,5.7561,3.3875,5.5145,19.5030,2.0000
sub-007,ses-02,C3,7,8,2,0,14.8250,1.4360,8.0684,3.6643,0.0000,3.7463,5.5780,5.5120,5.3217,5.3518,47.6241,1.0000
sub-007,ses-02,C3,8,4,4,0,18.7190,7.2086,35.9441,40.4672,0.0000,19.6616,48.3137,48.6177,25.8889,48.0812,90.2694,16.0000
sub-007,ses-02,C3,9,4,2,0,19.2139,6.2927,7.1124,3.4900,0.0000,4.4203,5.3386,5.2481,2.9104,4.3928,74.1090,1.0000
sub-007,ses-02,C3,10,8,0,0,18.0408,5.1734,4.9154,2.2546,0.0000,3.5270,6.9538,6.9096,8.8139,6.2903,59.1248,1.0000
sub-007,ses-02,C3,11,8,2,0,20.5367,7.8791,2.1365,5.5284,0.0000,4.6128,5.9228,5.8355,4.1753,6.7270,45.3678,1.0000
sub-007,ses-02,C3,12,4,4,0,16.5825,5.6708,4.1271,3.1446,0.0000,3.5967,5.6581,5.6416,7.5753,5.8141,32.8553,1.0000
sub-007,ses-02,C3,13,8,2,2,9.0230,4.0920,3.5168,4.2062,0.0000,2.9824,5.5637,5.5323,6.7916,5.8664,30.6438,1.0000
sub-007,ses-02,C3,14,4,2,0,5.1521,5.6099,5.9702,3.1160,0.0000,2.7762,5.0596,5.0525,2.5325,5.0826,14.0687,11.0000
sub-007,ses-02,C3,15,8,0,0,9.5025,9.6748,5.7053,4.3331,0.0000,3.8900,5.7795,5.7523,6.6176,5.7271,20.2033,7.0000
sub-007,ses-02,C3,16,4,2,2,5.5207,3.0264,6.5816,3.2054,0.0000,2.6825,5.5200,5.5298,6.6884,4.9204,18.3492,10.0000
sub-007,ses-02,C3,17,2,4,0,20.2573,8.6626,4.4592,5.1634,0.0000,4.8735,5.8987,5.8214,4.0411,6.1565,43.7723,1.0000
sub-007,ses-02,C3,18,4,2,0,19.0617,19.4859,10.8369,12.6390,0.0000,8.9190,28.9068,29.2014,12.7940,29.5960,66.1718,22.0000
sub-007,ses-02,C3,19,4,0,0,7.0753,3.3199,4.3764,3.5231,0.0000,2.6428,5.8148,5.8495,6.2334,6.6406,14.7239,15.0000
sub-007,ses-02,C3,20,4,2,2,3.6725,7.1101,2.8059,3.3625,0.0000,2.4111,7.3506,7.3920,5.4394,6.6940,16.5096,17.0000
sub-007,ses-02,C3,21,8,2,2,14.6625,4.3315,7.5933,2.3106,0.0000,3.5250,5.3334,5.3116,4.2850,5.0453,41.1544,1.0000
sub-007,ses-02,C3,22,8,2,2,12.0005,10.0101,5.3353,5.2204,0.0000,4.3702,5.6429,5.5570,5.5267,4.9747,45.1037,1.0000
sub-007,ses-02,C3,23,8,2,2,8.8189,12.0644,5.6617,4.9848,0.0000,4.2397,6.2141,6.1670,9.4978,5.6815,28.0365,22.0000
sub-007,ses-02,C3,24,8,2,2,5.2066,8.9073,6.6228,3.0094,0.0000,3.1468,5.1833,5.1878,3.9311,5.0983,14.6130,4.0000
sub-007,ses-02,CP3,0,4,2,0,21.4951,6.7587,5.8070,3.3765,0.0000,4.4593,6.1046,6.0650,10.5187,5.9607,58.5047,1.0000
sub-007,ses-02,CP3,1,4,2,0,12.8606,13.3171,4.9464,4.4850,0.0000,4.4813,5.7027,5.6711,5.3164,7.0635,26.2223,4.0000
sub-007,ses-02,CP3,2,8,2,0,17.0849,5.0042,8.9125,2.1524,0.0000,3.9491,5.6628,5.6227,6.5425,5.1788,54.5200,1.0000
sub-007,ses-02,CP3,3,4,2,0,15.3937,7.5922,3.0391,5.0886,0.0000,4.1007,6.2961,6.2257,3.7094,5.7671,47.7911,1.0000
sub-007,ses-02,CP3,4,4,2,0,23.7683,4.6705,3.4626,4.5285,0.0000,4.4977,5.3998,5.2696,4.0572,4.3631,63.1744,1.0000
sub-007,ses-02,CP3,5,8,2,0,4.8898,5.6320,7.5312,4.8386,0.0000,3.4925,5.5557,5.5471,5.3109,4.9369,13.3697,22.0000
sub-007,ses-02,CP3,6,4,2,0,14.4188,2.3014,4.9581,5.8478,0.0000,4.0151,5.6888,5.6128,4.9484,6.0077,29.7789,2.0000
sub-007,ses-02,CP3,7,8,2,0,20.7280,7.1824,1.6003,4.4362,0.0000,4.1608,5.1402,5.0492,4.3742,5.3032,50.4208,1.0000
sub-007,ses-02,CP3,8,4,4,0,18.5659,17.9289,34.8422,38.4249,0.0000,19.8734,50.7464,51.0858,32.0038,49.3338,93.1653,16.0000
sub-007,ses-02,CP3,9,4,2,0,23.0866,6.2828,5.0273,3.4618,0.0000,4.4801,5.8916,5.8046,2.5946,5.8335,72.9179,1.0000
sub-007,ses-02,CP3,10,8,0,0,21.8385,10.8979,5.3032,2.6111,0.0000,4.5746,5.9956,5.9521,7.2877,5.2537,45.6877,1.0000
sub-007,ses-02,CP3,11,8,2,0,22.7518,2.9956,1.2300,4.9964,0.0000,4.0773,6.6621,6.5864,3.4132,6.9089,74.6813,1.0000
sub-007,ses-02,CP3,12,4,4,0,22.9623,8.7287,2.3265,2.7484,0.0000,4.1035,5.4995,5.4587,7.4882,5.5603,54.1723,1.0000
sub-007,ses-02,CP3,13,8,2,2,10.9419,3.1174,6.8673,2.5904,0.0000,3.0492,5.7446,5.7265,6.9375,5.5607,17.9849,1.0000
sub-007,ses-02,CP3,14,4,2,0,7.5674,10.8986,8.7604,4.1040,0.0000,4.1809,5.0366,4.9802,3.5426,4.9615,16.8097,6.0000
sub-007,ses-02,CP3,15,8,0,0,23.6903,9.8245,2.6895,5.6313,0.0000,5.1954,6.7710,6.6372,5.5746,5.7497,70.0245,1.0000
sub-007,ses-02,CP3,16,4,2,2,21.5764,4.3712,5.6097,3.4687,0.0000,4.2451,6.2807,6.1900,4.7912,5.4686,70.7193,1.0000
sub-007,ses-02,CP3,17,2,4,0,19.4455,7.6889,3.1798,4.6498,0.0000,4.3736,5.7642,5.6644,6.8986,4.9459,56.1886,1.0000
sub-007,ses-02,CP3,18,4,2,0,15.9563,19.9813,18.3055,19.4154,0.0000,11.7670,27.0689,27.2125,18.7422,29.2216,59.2429,20.0000
sub-007,ses-02,CP3,19,4,0,0,26.1308,4.0618,5.1268,3.3512,0.0000,4.5371,6.0064,5.8789,5.2944,5.6262,82.8464,1.0000
sub-007,ses-02,CP3,20,4,2,2,4.0020,9.5905,2.8552,2.5419,0.0000,2.4313,6.7418,6.8011,6.3545,5.5477,15.4051,7.0000
sub-007,ses-02,CP3,21,8,2,2,16.3982,5.5765,4.9949,3.7055,0.0000,3.8614,6.0019,5.9227,6.5193,6.6427,56.9426,1.0000
sub-007,ses-02,CP3,22,8,2,2,11.2056,12.1925,2.2416,5.5025,0.0000,4.1529,6.5111,6.4694,4.9494,6.2450,38.4804,1.0000
sub-007,ses-02,CP3,23,8,2,2,7.0922,12.4824,6.1724,5.7952,0.0000,4.4342,6.2787,6.2155,12.5941,6.1046,28.4951,7.0000
sub-007,ses-02,CP3,24,8,2,2,20.8149,2.3941,5.1318,4.2558,0.0000,4.1617,5.8782,5.8287,5.7080,5.9675,60.3499,1.0000
sub-007,ses-02,O1,0,4,2,0,26.4500,9.2337,6.0305,4.7052,0.0000,5.5834,5.9834,5.8322,4.7417,5.9275,72.1531,1.0000
sub-007,ses-02,O1,1,4,2,0,10.5746,11.3778,5.0491,4.9966,0.0000,4.2572,5.5487,5.5106,5.2469,4.3010,23.9928,7.0000
sub-007,ses-02,O1,2,8,2,0,14.9333,6.7351,3.5043,4.5129,0.0000,3.8690,5.5374,5.5098,8.9288,3.9581,42.7177,1.0000
sub-007,ses-02,O1,3,4,2,0,15.0255,3.4191,4.1149,7.6361,0.0000,4.5985,6.4680,6.4316,7.3006,7.0451,45.2211,1.0000
sub-007,ses-02,O1,4,4,2,0,21.6839,7.2477,7.2503,6.3081,0.0000,5.6101,6.2071,6.0904,6.4493,6.3664,67.4181,1.0000
sub-007,ses-02,O1,5,8,2,0,22.0065,5.9788,8.6968,2.9519,0.0000,4.7092,6.7428,6.7120,5.8197,5.8134,49.2238,1.0000
sub-007,ses-02,O1,6,4,2,0,9.6373,4.8938,5.2193,3.2482,0.0000,3.0620,5.8299,5.8523,4.5062,5.3186,20.9592,1.0000
sub-007,ses-02,O1,7,8,2,0,13.4026,7.1968,2.6752,4.0064,0.0000,3.5007,5.2990,5.2786,6.9410,5.6414,32.8457,1.0000
sub-007,ses-02,O1,8,4,4,0,37.0947,41.3018,29.4172,10.3405,0.0000,14.5236,16.7879,16.5964,33.4095,19.2141,58.1224,4.0000
sub-007,ses-02,O1,9,4,2,0,18.8127,9.9621,6.5106,3.9085,0.0000,4.7668,6.7443,6.7086,13.5666,4.9236,54.7535,1.0000
sub-007,ses-02,O1,10,8,0,0,8.8926,2.3554,7.0091,7.7575,0.0000,4.3696,10.5295,10.5866,20.8970,8.6677,28.8677,14.0000
sub-007,ses-02,O1,11,8,2,0,30.4526,8.8567,6.0854,3.6638,0.0000,5.6135,7.1589,7.0370,9.2459,8.0276,71.3546,1.0000
sub-007,ses-02,O1,12,4,4,0,28.5343,8.4622,15.0258,2.9021,0.0000,6.4155,6.1293,5.9703,7.2768,6.6977,79.5471,1.0000
sub-007,ses-02,O1,13,8,2,2,17.2531,13.9826,5.4590,5.4070,0.0000,5.3020,6.0001,5.9062,6.3589,6.3449,45.0415,1.0000
sub-007,ses-02,O1,14,4,2,0,22.5441,4.3560,8.8995,5.7300,0.0000,5.4764,5.8069,5.6903,4.6470,6.7089,70.6412,1.0000
sub-007,ses-02,O1,15,8,0,0,23.0064,8.9140,7.8940,3.7652,0.0000,5.2091,5.3140,5.1782,5.6535,4.6188,67.1053,1.0000
sub-007,ses-02,O1,16,4,2,2,34.6071,10.7784,4.2421,4.3682,0.0000,6.1345,6.3162,6.1512,7.5477,4.8868,72.6848,1.0000
sub-007,ses-02,O1,17,2,4,0,32.0470,4.7853,8.4268,4.7539,0.0000,6.0393,6.4278,6.2600,6.5030,7.9969,73.2526,1.0000
sub-007,ses-02,O1,18,4,2,0,10.0176,4.8132,5.3703,5.3807,0.0000,3.7557,8.1187,8.1576,9.6603,6.7390,25.8351,1.0000
sub-007,ses-02,O1,19,4,0,0,30.5600,4.0298,3.8883,3.0405,0.0000,4.6794,5.8568,5.7204,4.9395,5.0196,73.6175,1.0000
sub-007,ses-02,O1,20,4,2,2,21.4982,23.6659,12.7349,6.6871,0.0000,8.0000,13.2704,13.2157,18.2032,11.1984,49.3218,3.0000
