subject,session,channel,epoch_id,Q1,Q2,Q3,mean_diag_delta,mean_diag_theta,mean_diag_alpha,mean_diag_beta,mean_diag_gamma,mean_diag,mean_all,mean_offdiag,theta_alpha_coupling,alpha_beta_coupling,peak_diag,peak_diag_freq
sub-001,ses-01,Fz,7,2,2,0,6.6618,5.4609,8.2665,7.1675,0.0000,4.4481,5.6688,5.6169,2.9938,7.0377,33.9542,15.0000
sub-001,ses-01,Fz,8,4,2,0,6.8854,8.2866,4.0195,2.9160,0.0000,2.8538,5.5290,5.5540,4.0047,5.2361,16.2303,4.0000
sub-001,ses-01,Fz,9,4,4,0,3.5431,4.4464,2.5925,2.0826,0.0000,1.7346,5.5916,5.6436,5.7174,3.8675,10.8858,10.0000
sub-001,ses-01,Fz,10,2,2,0,1.6247,4.2576,8.4022,4.0689,0.0000,2.9497,6.2353,6.2424,7.3662,8.1030,22.5427,12.0000
sub-001,ses-01,Fz,11,2,4,0,4.3040,8.5230,6.4133,3.3373,0.0000,3.0970,5.4668,5.4545,6.2399,5.8667,18.4862,6.0000
sub-001,ses-01,Fz,12,4,2,0,13.9127,17.4406,4.2649,3.2127,0.0000,4.4830,6.3103,6.2806,4.3960,5.2341,32.1098,4.0000
sub-001,ses-01,Fz,13,4,0,0,4.3028,5.2867,8.0160,3.7992,0.0000,3.1592,4.9411,4.9257,5.2618,4.9684,26.0119,11.0000
sub-001,ses-01,Fz,14,4,2,0,4.7450,7.1033,8.9008,4.9166,0.0000,3.8305,5.3468,5.3113,4.2486,4.7483,18.7137,7.0000
sub-001,ses-01,Fz,15,2,2,0,10.7265,10.2725,2.8339,5.7217,0.0000,4.0786,4.8584,4.8027,1.8424,5.7796,18.5020,21.0000
sub-001,ses-01,Fz,16,2,4,2,5.5102,2.0378,4.2693,2.8091,0.0000,2.1471,5.2621,5.2925,5.3083,5.5805,20.0324,12.0000
sub-001,ses-01,Fz,17,2,4,2,8.3719,1.9170,4.8411,2.9300,0.0000,2.5184,5.6465,5.6748,3.4436,5.3825,16.6441,1.0000
sub-001,ses-01,Fz,18,2,2,0,9.2108,6.0676,2.8494,3.0816,0.0000,2.7505,6.1299,6.1485,7.5806,4.0016,26.1594,3.0000
sub-001,ses-01,Fz,19,2,2,0,1.9976,8.3891,6.6513,3.8781,0.0000,3.0667,5.1733,5.1637,4.1755,4.9422,22.7948,5.0000
sub-001,ses-01,Fz,20,4,2,0,4.6829,6.0566,8.4568,2.1896,0.0000,2.8410,4.9489,4.9207,5.9255,4.8467,17.8570,10.0000
sub-001,ses-01,Fz,21,4,2,0,4.5784,4.6817,5.0295,3.5448,0.0000,2.6349,5.8252,5.8491,6.4765,6.5942,13.9255,10.0000
sub-001,ses-01,Fz,22,4,2,0,9.3924,7.6944,7.0069,4.8025,0.0000,4.0191,5.9532,5.9268,7.3851,5.3793,26.6691,15.0000
sub-001,ses-01,Fz,23,2,4,2,1.6982,5.5747,10.3101,4.4118,0.0000,3.4490,5.8780,5.8688,10.4399,6.3484,24.3358,21.0000
sub-001,ses-01,Fz,24,2,2,2,7.3211,2.5135,4.7459,3.8096,0.0000,2.7288,5.5552,5.5612,5.9542,5.7264,21.1408,1.0000
sub-001,ses-01,Fz,25,2,4,2,13.6698,9.1854,4.7374,4.2663,0.0000,4.0769,5.9577,5.9320,7.0947,4.9665,22.2746,3.0000
sub-001,ses-01,Fz,26,2,2,2,5.9981,4.3246,1.9204,5.9663,0.0000,3.0320,5.9381,5.9463,4.8258,6.4945,22.3849,18.0000
sub-001,ses-01,FCz,0,2,2,0,17.9219,9.1271,6.5968,5.7528,0.0000,5.1759,6.3429,6.2505,4.5832,4.8829,53.9435,1.0000
sub-001,ses-01,FCz,1,2,4,0,8.4097,3.9123,11.2613,7.6714,0.0000,5.0368,6.4090,6.3620,3.8883,6.1170,28.0080,10.0000
sub-001,ses-01,FCz,2,2,2,0,3.6982,4.4393,11.5762,3.9233,0.0000,3.5584,6.0093,6.0030,4.9364,5.8799,35.8030,10.0000
sub-001,ses-01,FCz,3,2,2,0,11.0096,8.0616,8.7533,6.1718,0.0000,4.8614,5.8251,5.7615,7.1457,4.9039,26.6845,1.0000
sub-001,ses-01,FCz,4,2,4,0,6.4143,9.0393,2.7125,6.8638,0.0000,3.8911,5.8846,5.8596,6.1670,6.1321,43.5148,17.0000
sub-001,ses-01,FCz,5,4,2,0,5.4184,2.6525,10.1737,2.3400,0.0000,2.8778,5.6250,5.6306,4.8873,4.8980,28.7114,11.0000
sub-001,ses-01,FCz,6,2,4,0,11.3808,10.2721,4.0815,3.1005,0.0000,3.5211,5.3430,5.3225,5.3934,5.5719,39.1611,1.0000
sub-001,ses-01,FCz,7,2,2,0,4.6794,5.0717,11.0616,6.3270,0.0000,4.3634,6.0891,6.0461,3.5159,7.4076,27.0171,15.0000
sub-001,ses-01,FCz,8,4,2,0,7.7282,5.1651,4.2481,3.3712,0.0000,2.8113,5.3375,5.3536,3.4871,5.8870,12.5506,1.0000
sub-001,ses-01,FCz,9,4,4,0,5.5744,3.2690,3.8042,2.8747,0.0000,2.2226,5.4791,5.5159,6.3958,4.0726,8.0091,3.0000
sub-001,ses-01,FCz,10,2,2,0,10.2524,5.1166,7.9826,2.5873,0.0000,3.3257,5.6366,5.6293,3.8523,5.6799,17.6880,1.0000
sub-001,ses-01,FCz,11,2,4,0,5.3105,11.3713,5.6458,1.7541,0.0000,2.8699,4.9785,4.9771,5.5823,4.5960,21.2155,10.0000
sub-001,ses-01,FCz,12,4,2,0,9.6576,14.8003,6.6525,3.1916,0.0000,4.1683,5.6559,5.6305,4.0720,6.2493,30.1591,5.0000
sub-001,ses-01,FCz,13,4,0,0,3.3061,4.7025,7.3722,2.8321,0.0000,2.6299,4.9067,4.9091,5.5326,4.3627,22.0234,11.0000
sub-001,ses-01,FCz,14,4,2,0,9.4028,7.7531,9.3626,5.2385,0.0000,4.4860,6.2529,6.2132,3.8967,6.0374,32.6183,2.0000
sub-001,ses-01,FCz,15,2,2,0,5.2045,5.2997,3.4770,5.5720,0.0000,3.1468,4.9385,4.9155,2.6482,5.6971,23.2005,21.0000
sub-001,ses-01,FCz,16,2,4,2,9.3735,6.7786,6.5433,3.1705,0.0000,3.3741,5.8536,5.8529,5.9387,5.8559,24.8666,12.0000
sub-001,ses-01,FCz,17,2,4,2,4.5503,3.4123,3.9455,3.5647,0.0000,2.3690,5.6263,5.6582,3.0957,5.2792,11.5872,18.0000
sub-001,ses-01,FCz,18,2,2,0,4.3542,6.8526,3.5352,3.1403,0.0000,2.4852,6.0411,6.0714,7.1261,5.1383,12.5544,7.0000
sub-001,ses-01,FCz,19,2,2,0,3.7249,11.7918,7.6871,3.7827,0.0000,3.6596,5.7628,5.7443,5.4337,3.9852,28.6303,5.0000
sub-001,ses-01,FCz,20,4,2,0,9.3165,4.7281,6.5492,2.7220,0.0000,3.0432,5.2305,5.2124,5.2636,4.7403,27.7163,1.0000
sub-001,ses-01,FCz,21,4,2,0,9.1637,6.3151,5.5985,3.5999,0.0000,3.3094,6.0513,6.0507,7.6376,7.0329,28.7188,1.0000
sub-001,ses-01,FCz,22,4,2,0,5.7534,5.7235,5.1424,4.0989,0.0000,3.0243,6.2696,6.2856,8.9289,4.9135,28.0011,15.0000
sub-001,ses-01,FCz,23,2,4,2,3.1592,7.7680,12.0715,4.5297,0.0000,4.0703,6.1185,6.0909,11.8218,5.7271,23.5788,8.0000
sub-001,ses-01,FCz,24,2,2,2,6.0487,3.9775,7.6353,3.1450,0.0000,2.9489,5.3229,5.3356,5.0925,5.6166,16.6199,11.0000
sub-001,ses-01,FCz,25,2,4,2,13.7517,7.0520,4.5219,3.1725,0.0000,3.5253,5.6196,5.5997,6.4171,4.2663,26.4190,1.0000
sub-001,ses-01,FCz,26,2,2,2,2.3860,3.3340,3.3246,4.5441,0.0000,2.3698,5.7284,5.7444,5.2499,5.2909,16.1002,16.0000
sub-001,ses-01,Cz,0,2,2,0,23.5337,7.2144,8.9953,5.6368,0.0000,5.8196,6.3214,6.2221,6.1972,3.9574,67.0474,1.0000
sub-001,ses-01,Cz,1,2,4,0,9.1772,4.4505,11.9765,5.9463,0.0000,4.7365,6.2603,6.2071,3.7858,5.4307,38.8241,10.0000
sub-001,ses-01,Cz,2,2,2,0,3.3294,3.1180,9.4522,3.9469,0.0000,3.1119,5.2629,5.2547,5.9806,5.1325,27.1459,10.0000
sub-001,ses-01,Cz,3,2,2,0,14.5894,7.2286,7.5860,5.9362,0.0000,4.8828,5.7315,5.6524,6.8898,6.4109,37.4350,1.0000
sub-001,ses-01,Cz,4,2,4,0,7.5621,7.9711,5.4529,5.0328,0.0000,3.7274,5.4768,5.4614,5.3878,5.1745,31.8240,17.0000
sub-001,ses-01,Cz,5,4,2,0,2.2926,3.2930,11.9188,2.1681,0.0000,2.8382,5.9427,5.9503,4.4821,6.6625,27.2726,11.0000
sub-001,ses-01,Cz,6,2,4,0,6.4995,15.0345,5.5563,3.7262,0.0000,3.9050,5.9282,5.8999,5.9220,6.5464,25.2633,7.0000
sub-001,ses-01,Cz,7,2,2,0,10.5712,2.3678,10.5474,2.7268,0.0000,3.4998,5.8998,5.8569,8.3204,5.0152,35.4586,1.0000
sub-001,ses-01,Cz,8,4,2,0,11.2453,4.4481,4.0149,3.4584,0.0000,3.0656,5.3248,5.3115,4.4315,4.4452,19.9831,1.0000
sub-001,ses-01,Cz,9,4,4,0,1.7839,3.1194,5.7558,3.2095,0.0000,2.2296,4.9604,4.9793,8.4901,4.8104,12.5030,18.0000
sub-001,ses-01,Cz,10,2,2,0,6.8110,2.2860,7.0561,2.5165,0.0000,2.5916,5.3748,5.3940,3.2369,4.8079,13.2751,12.0000
sub-001,ses-01,Cz,11,2,4,0,7.8610,8.3468,6.0896,3.4098,0.0000,3.3883,4.9494,4.9238,5.2287,3.8048,27.9677,10.0000
sub-001,ses-01,Cz,12,4,2,0,15.6081,8.1162,8.7758,5.6265,0.0000,5.1325,5.8892,5.8162,3.7360,5.2709,44.8704,1.0000
sub-001,ses-01,Cz,13,4,0,0,5.0121,3.4023,7.6021,4.7230,0.0000,3.2714,5.2902,5.2927,3.6781,4.6437,14.1099,9.0000
sub-001,ses-01,Cz,14,4,2,0,11.8643,5.3889,7.0725,4.5840,0.0000,3.9777,5.8897,5.8479,3.1029,6.5303,41.3528,2.0000
sub-001,ses-01,Cz,15,2,2,0,6.3754,2.5092,4.0723,5.5165,0.0000,3.0625,4.7005,4.6719,4.8960,3.8305,24.3688,16.0000
sub-001,ses-01,Cz,16,2,4,2,8.7821,3.2672,9.2863,2.7164,0.0000,3.2379,5.3429,5.3319,5.0497,4.3240,33.4183,12.0000
sub-001,ses-01,Cz,17,2,4,2,7.7565,2.9267,4.4521,4.8713,0.0000,3.0877,5.7900,5.7846,5.5326,4.9392,26.7268,1.0000
sub-001,ses-01,Cz,18,2,2,0,7.0015,6.1885,5.5542,3.7367,0.0000,3.1317,6.1165,6.1342,4.9211,6.1279,18.4003,10.0000
sub-001,ses-01,Cz,19,2,2,0,11.4691,11.9578,9.0797,3.5519,0.0000,4.5200,5.5339,5.4655,5.1694,3.9264,33.3243,1.0000
sub-001,ses-01,Cz,20,4,2,0,16.5415,4.5608,6.0992,5.1692,0.0000,4.3768,5.6709,5.5969,5.5429,4.8537,39.0804,1.0000
sub-001,ses-01,Cz,21,4,2,0,11.2103,7.9823,5.6880,3.7744,0.0000,3.7201,5.8093,5.7762,6.0383,6.1359,36.1226,1.0000
sub-001,ses-01,Cz,22,4,2,0,4.4299,2.4423,3.8467,3.7258,0.0000,2.3024,6.0747,6.1184,7.3820,6.3502,12.2813,18.0000
sub-001,ses-01,Cz,23,2,4,2,12.7012,8.8169,10.9883,3.5855,0.0000,4.6189,6.0889,6.0121,10.2993,5.1558,33.4094,1.0000
sub-001,ses-01,Cz,24,2,2,2,13.3590,8.7101,9.3711,3.6961,0.0000,4.4780,5.4249,5.3547,6.6176,5.9386,23.9940,1.0000
sub-001,ses-01,Cz,25,2,4,2,18.5621,6.4208,5.2520,3.1541,0.0000,4.0104,5.5467,5.4765,8.3404,5.0961,63.3816,1.0000
sub-001,ses-01,Cz,26,2,2,2,6.1775,7.6165,1.9820,3.5478,0.0000,2.6323,5.6913,5.7187,4.6023,5.2948,11.7361,4.0000
sub-001,ses-01,C4,0,2,2,0,18.9875,7.7958,7.8288,4.6004,0.0000,4.9747,6.8636,6.7815,6.4714,6.1563,46.1855,1.0000
sub-001,ses-01,C4,1,2,4,0,5.0461,6.3157,15.9654,5.8656,0.0000,5.0580,5.7825,5.7304,4.8852,5.8155,47.4351,10.0000
sub-001,ses-01,C4,2,2,2,0,11.7154,4.4158,7.7450,4.8809,0.0000,4.0569,5.9221,5.8905,6.8407,7.0202,24.7909,1.0000
sub-001,ses-01,C4,3,2,2,0,3.4343,5.4334,3.8989,3.2646,0.0000,2.3559,5.5788,5.5969,5.5305,4.9196,11.6750,7.0000
sub-001,ses-01,C4,4,2,4,0,4.2211,8.6326,8.5221,5.8761,0.0000,4.1613,5.2878,5.2477,4.3523,5.6179,19.8063,17.0000
sub-001,ses-01,C4,5,4,2,0,6.4363,3.8299,12.9601,4.2332,0.0000,4.0432,6.4481,6.4382,9.7585,6.9040,18.7742,1.0000
sub-001,ses-01,C4,6,2,4,0,23.9848,0.8529,5.5539,3.7255,0.0000,4.2118,6.0069,5.9233,5.1841,7.9899,74.8321,1.0000
sub-001,ses-01,C4,7,2,2,0,4.9940,4.5123,10.0600,2.5668,0.0000,3.0640,5.5702,5.5643,4.7694,5.9323,31.9297,10.0000
sub-001,ses-01,C4,8,4,2,0,5.7351,5.1088,5.9900,2.6602,0.0000,2.6488,5.4590,5.4703,4.7322,5.1438,12.0998,4.0000
sub-001,ses-01,C4,9,4,4,0,1.2587,1.2844,3.4749,3.2089,0.0000,1.6916,5.7812,5.8402,9.5460,5.6232,13.5115,10.0000
sub-001,ses-01,C4,10,2,2,0,5.4487,4.3754,10.9157,3.8454,0.0000,3.5996,5.6345,5.6102,5.8055,5.3543,23.1532,12.0000
sub-001,ses-01,C4,11,2,4,0,7.4859,8.2229,8.2687,3.8136,0.0000,3.7680,5.4213,5.3943,7.0806,4.9210,20.4282,12.0000
sub-001,ses-01,C4,12,4,2,0,15.1943,2.7485,4.3409,5.2318,0.0000,3.8565,5.2778,5.2110,3.9726,4.4571,50.0774,1.0000
sub-001,ses-01,C4,13,4,0,0,12.3966,7.4384,10.2738,4.9006,0.0000,4.7603,6.0749,6.0165,3.1306,4.2766,40.3296,9.0000
sub-001,ses-01,C4,14,4,2,0,3.6400,7.2456,5.8308,3.7192,0.0000,2.9506,5.7339,5.7517,9.4066,7.0304,18.8564,6.0000
sub-001,ses-01,C4,15,2,2,0,3.9958,3.7190,3.1070,3.4241,0.0000,2.1864,5.0714,5.0709,4.8627,5.0801,10.1333,14.0000
sub-001,ses-01,C4,16,2,4,2,8.6831,3.0265,3.9941,4.9083,0.0000,3.1305,5.7027,5.7102,5.9054,5.9240,25.8096,1.0000
sub-001,ses-01,C4,17,2,4,2,4.3759,4.5622,3.4676,3.2621,0.0000,2.3015,4.7650,4.7758,4.0232,4.6620,10.6356,7.0000
sub-001,ses-01,C4,18,2,2,0,10.0461,4.6425,8.9668,3.1396,0.0000,3.5667,5.9615,5.9425,4.8960,6.7106,23.6601,3.0000
sub-001,ses-01,C4,19,2,2,0,4.4765,11.5770,6.4150,3.2192,0.0000,3.3617,5.4637,5.4576,5.9927,5.8780,23.8901,5.0000
sub-001,ses-01,C4,20,4,2,0,13.3665,15.2109,6.4885,5.2367,0.0000,5.1469,5.6923,5.6386,9.5027,6.3629,30.2376,4.0000
sub-001,ses-01,C4,21,4,2,0,1.2110,3.1374,10.9527,8.3764,0.0000,4.4652,5.7081,5.6744,5.1552,5.9937,30.5706,22.0000
sub-001,ses-01,C4,22,4,2,0,12.4423,5.6402,4.4399,3.0432,0.0000,3.2216,5.8484,5.8554,8.7707,5.2683,20.9993,3.0000
sub-001,ses-01,C4,23,2,4,2,4.6679,8.6956,10.5124,6.2042,0.0000,4.5856,7.5934,7.5901,12.8543,6.2206,25.6234,15.0000
sub-001,ses-01,C4,24,2,2,2,2.8757,4.8555,8.8235,2.3826,0.0000,2.6707,5.5226,5.5367,6.2328,6.4513,23.7884,10.0000
sub-001,ses-01,C4,25,2,4,2,23.3783,4.6276,9.3603,2.7973,0.0000,4.7570,5.6886,5.5992,7.2489,4.5417,66.7856,1.0000
sub-001,ses-01,C4,26,2,2,2,9.6732,13.5765,0.9232,5.9635,0.0000,4.0945,5.8369,5.7933,8.9008,6.2651,25.0736,7.0000
sub-001,ses-01,CP4,0,2,2,0,18.9677,5.4468,6.6008,5.3829,0.0000,4.8196,6.6913,6.5873,6.0240,7.3148,40.3126,1.0000
sub-001,ses-01,CP4,1,2,4,0,9.7389,7.0549,11.7242,2.7952,0.0000,4.0432,5.9807,5.9548,5.2961,6.3850,33.2647,10.0000
sub-001,ses-01,CP4,2,2,2,0,7.0367,6.7456,4.6557,4.3692,0.0000,3.2526,6.0267,6.0058,8.5654,6.8124,21.6374,1.0000
sub-001,ses-01,CP4,3,2,2,0,14.8676,3.9471,3.8556,2.6134,0.0000,3.0783,5.4238,5.3710,2.8524,5.4199,38.8155,1.0000
sub-001,ses-01,CP4,4,2,4,0,17.6528,10.4891,14.0403,4.5897,0.0000,5.9645,5.9075,5.8226,5.0028,7.0817,28.4006,1.0000
sub-001,ses-01,CP4,5,4,2,0,5.6672,3.2045,10.3423,4.0979,0.0000,3.5073,5.9068,5.9041,9.8192,6.0091,21.0943,10.0000
sub-001,ses-01,CP4,6,2,4,0,21.1257,4.2892,2.3107,5.5325,0.0000,4.3592,5.8750,5.8282,3.9898,7.2410,65.7858,1.0000
sub-001,ses-01,CP4,7,2,2,0,3.8288,7.5292,7.3454,2.7966,0.0000,2.9270,5.3990,5.3999,6.1581,6.6776,25.2773,10.0000
sub-001,ses-01,CP4,8,4,2,0,6.7516,4.2185,10.6491,3.8115,0.0000,3.6587,5.6242,5.6192,4.4711,6.0764,13.4180,13.0000
sub-001,ses-01,CP4,9,4,4,0,10.9332,1.9737,2.4218,4.3315,0.0000,2.8481,5.8911,5.8961,9.5343,5.7419,36.4451,1.0000
sub-001,ses-01,CP4,10,2,2,0,6.1986,9.3000,10.9789,3.7876,0.0000,4.1188,5.4396,5.3864,4.3739,5.3343,21.5530,7.0000
sub-001,ses-01,CP4,11,2,4,0,11.4465,8.3809,4.0711,1.2983,0.0000,2.8050,5.6650,5.6824,5.3407,5.1512,31.8234,1.0000
sub-001,ses-01,CP4,12,4,2,0,16.7643,1.3649,5.1153,3.0756,0.0000,3.3300,5.2006,5.1342,4.3532,5.9771,52.6420,1.0000
sub-001,ses-01,CP4,13,4,0,0,16.8974,4.1837,9.1061,4.9726,0.0000,4.7350,6.4322,6.3541,6.4862,4.2394,40.5782,1.0000
sub-001,ses-01,CP4,14,4,2,0,7.6847,5.1240,4.5716,4.7094,0.0000,3.2532,6.2879,6.2769,9.2862,6.4539,17.1342,1.0000
sub-001,ses-01,CP4,15,2,2,0,12.1174,4.6148,3.1483,2.0337,0.0000,2.6106,4.6399,4.6379,4.2204,3.8928,26.4497,1.0000
sub-001,ses-01,CP4,16,2,4,2,8.0023,8.3323,4.4281,4.3740,0.0000,3.4597,5.2352,5.2245,4.6021,5.5999,16.8912,1.0000
sub-001,ses-01,CP4,17,2,4,2,9.0939,4.8554,5.8325,2.5879,0.0000,2.8938,4.7688,4.7256,5.6604,4.6527,27.8447,1.0000
sub-001,ses-01,CP4,18,2,2,0,9.1994,5.7337,11.3036,3.0087,0.0000,3.8760,5.7685,5.7383,4.3849,5.7723,18.6354,2.0000
sub-001,ses-01,CP4,19,2,2,0,7.0140,12.6915,9.0667,6.8742,0.0000,5.1764,5.2683,5.1931,5.3025,5.6639,32.4728,5.0000
sub-001,ses-01,CP4,20,4,2,0,13.0880,5.3768,8.7017,4.9392,0.0000,4.4251,6.1874,6.1695,6.4510,6.7835,21.6432,13.0000
sub-001,ses-01,CP4,21,4,2,0,5.6928,2.9849,18.3420,8.4812,0.0000,5.9307,5.3000,5.1805,6.3098,6.0667,47.2578,13.0000
sub-001,ses-01,CP4,22,4,2,0,10.7349,2.7048,6.6315,2.7228,0.0000,2.9987,5.8981,5.9067,6.8223,4.9940,17.8578,3.0000
sub-001,ses-01,CP4,23,2,4,2,10.4672,4.4590,9.4006,5.8716,0.0000,4.4753,6.6833,6.6505,10.3732,4.7358,27.6829,17.0000
sub-001,ses-01,CP4,24,2,2,2,1.8961,6.3010,9.7305,3.7769,0.0000,3.2621,5.7740,5.7720,6.5628,5.0489,26.2780,10.0000
sub-001,ses-01,CP4,25,2,4,2,29.4583,5.6143,9.8891,3.6839,0.0000,5.7562,5.7374,5.5629,5.7851,4.2486,86.6108,1.0000
sub-001,ses-01,CP4,26,2,2,2,5.1113,8.3463,5.4193,6.3274,0.0000,3.9210,6.2685,6.2460,8.2973,6.9271,22.7813,14.0000
sub-001,ses-01,O2,0,2,2,0,33.6047,8.0378,9.4049,5.8914,0.0000,6.9671,6.7920,6.6395,6.0418,6.6421,52.0953,2.0000
sub-001,ses-01,O2,1,2,4,0,13.0627,1.7298,3.3238,2.5048,0.0000,2.5971,5.6002,5.6137,5.0783,5.4883,35.0409,1.0000
sub-001,ses-01,O2,2,2,2,0,13.2041,9.2087,7.3056,3.5767,0.0000,4.1856,5.2180,5.1609,3.6646,6.3588,25.5634,1.0000
sub-001,ses-01,O2,3,2,2,0,11.9552,5.6378,9.1027,5.0031,0.0000,4.4193,5.4568,5.4280,5.6775,5.7817,32.3177,1.0000
sub-001,ses-01,O2,4,2,4,0,16.9472,3.3369,6.3870,2.7655,0.0000,3.6142,5.8105,5.7404,3.9069,5.2909,58.8735,1.0000
sub-001,ses-01,O2,5,4,2,0,8.4591,2.8966,4.9900,3.4916,0.0000,2.8082,5.0986,5.0854,3.3393,5.7029,21.3560,1.0000
sub-001,ses-01,O2,6,2,4,0,13.2093,4.5815,2.9545,4.0306,0.0000,3.2858,5.7814,5.7368,4.3867,4.1754,48.1519,1.0000
sub-001,ses-01,O2,7,2,2,0,13.1244,3.9387,5.5314,8.9524,0.0000,5.0656,6.2547,6.1923,3.8101,6.6558,41.8379,22.0000
sub-001,ses-01,O2,8,4,2,0,5.1722,5.3711,3.7649,2.2564,0.0000,2.1883,5.1558,5.1560,3.2681,3.9046,11.3332,7.0000
sub-001,ses-01,O2,9,4,4,0,18.0525,5.7350,4.4431,5.9611,0.0000,4.6350,6.6076,6.5630,3.5638,4.6202,51.9990,1.0000
sub-001,ses-01,O2,10,2,2,0,6.1597,6.8560,3.7455,4.6350,0.0000,3.1347,6.2068,6.2278,5.9660,7.1803,17.3942,20.0000
sub-001,ses-01,O2,11,2,4,0,4.0964,6.9832,6.6316,5.0795,0.0000,3.4917,5.9587,5.9510,6.4880,5.9070,16.3074,21.0000
sub-001,ses-01,O2,12,4,2,0,9.2084,5.9839,2.7915,3.3678,0.0000,2.8209,5.7701,5.7925,3.2849,6.4787,16.1973,1.0000
sub-001,ses-01,O2,13,4,0,0,2.5247,5.0677,3.3341,2.0348,0.0000,1.7867,5.6904,5.7254,4.4278,5.7236,10.4227,10.0000
sub-001,ses-01,O2,14,4,2,0,9.2271,3.2052,8.1289,4.3274,0.0000,3.5990,5.3860,5.3582,5.7223,5.8943,22.5078,1.0000
sub-001,ses-01,O2,15,2,2,0,8.9917,6.3453,8.5867,6.6361,0.0000,4.6311,5.2595,5.1930,4.3965,5.4618,25.8204,1.0000
sub-001,ses-01,O2,16,2,4,2,16.7877,6.0785,4.8978,4.0409,0.0000,4.0322,5.4517,5.3999,6.8532,5.1179,45.0357,1.0000
sub-001,ses-01,O2,17,2,4,2,17.4349,10.7889,5.1722,4.0323,0.0000,4.5662,5.5363,5.4403,3.1901,5.7821,41.6909,1.0000
sub-001,ses-01,O2,18,2,2,0,4.8158,3.8596,3.5389,4.5457,0.0000,2.6751,4.8319,4.8337,6.4371,4.9832,15.6481,21.0000
sub-001,ses-01,O2,19,2,2,0,9.7891,4.1620,4.3758,4.7017,0.0000,3.3298,5.1656,5.1488,6.8720,6.4094,23.5723,1.0000
sub-001,ses-01,O2,20,4,2,0,9.4245,6.3115,5.7984,5.4687,0.0000,3.9262,6.1808,6.1493,9.4145,6.1017,33.1293,1.0000
sub-001,ses-01,O2,21,4,2,0,16.5008,4.3869,2.1286,3.4450,0.0000,3.2816,5.1969,5.1825,2.6117,5.8431,50.1116,1.0000
sub-001,ses-01,O2,22,4,2,0,5.7591,3.0529,7.0246,4.6948,0.0000,3.2193,5.4009,5.3959,5.9249,5.3469,23.0943,8.0000
sub-001,ses-01,O2,23,2,4,2,12.5611,6.2809,8.3838,4.3908,0.0000,4.2500,5.9322,5.8601,10.2087,2.6725,26.8002,1.0000
sub-001,ses-01,O2,24,2,2,2,5.7903,11.0490,6.4921,3.8381,0.0000,3.6327,5.5533,5.5155,6.6959,5.1760,19.2509,6.0000
sub-001,ses-01,O2,25,2,4,2,17.6806,5.3953,5.2883,3.3044,0.0000,3.8835,6.0639,5.9992,7.9476,5.4410,57.7327,1.0000
sub-001,ses-01,O2,26,2,2,2,5.0331,12.6562,7.5147,4.7172,0.0000,4.1202,5.2517,5.2067,4.8543,5.0298,21.7125,6.0000
sub-001,ses-02,Fp1,0,4,2,0,6.5949,3.2270,11.0168,4.3579,0.0000,3.7684,5.7095,5.6847,3.2709,6.0549,17.5523,11.0000
sub-001,ses-02,Fp1,1,2,2,0,7.5563,5.0208,4.9950,4.6823,0.0000,3.2825,5.3227,5.3061,3.2419,5.3614,23.4745,1.0000
sub-001,ses-02,Fp1,2,4,2,0,5.6551,11.2270,10.4392,3.1420,0.0000,3.9770,5.4040,5.3816,7.6449,6.1146,19.1624,13.0000
sub-001,ses-02,Fp1,3,2,2,0,5.5807,3.9982,3.8622,2.7786,0.0000,2.2700,5.1617,5.1807,6.4675,5.9384,13.8911,19.0000
sub-001,ses-02,Fp1,4,4,4,0,17.6799,2.7765,3.8862,3.8935,0.0000,3.6223,5.5348,5.5063,5.3045,4.8964,27.9753,1.0000
sub-001,ses-02,Fp1,5,4,4,2,6.6040,5.5946,5.2561,4.4655,0.0000,3.2182,5.2785,5.2690,4.3809,4.4009,21.0893,22.0000
sub-001,ses-02,Fp1,6,4,4,2,5.4860,9.7496,4.5550,4.7818,0.0000,3.4985,5.0841,5.0504,6.5453,4.9033,28.6990,7.0000
sub-001,ses-02,Fp1,7,2,2,2,3.3025,6.5248,5.2657,3.1836,0.0000,2.6114,5.4532,5.4744,2.7045,5.9651,12.8289,11.0000
sub-001,ses-02,Fp1,8,4,2,2,14.2182,5.4027,5.3848,4.3806,0.0000,3.9009,5.6430,5.5614,6.6512,6.0661,45.3006,1.0000
sub-001,ses-02,Fp1,9,2,4,2,8.5876,5.7113,5.8163,3.8857,0.0000,3.3164,5.3793,5.3609,7.7468,5.5202,16.3338,2.0000
sub-001,ses-02,Fp1,10,4,2,0,11.7317,9.2890,5.4231,4.2662,0.0000,4.0019,5.4392,5.4219,4.1716,6.2097,27.2374,4.0000
sub-001,ses-02,Fp1,11,2,2,2,10.5503,5.9155,5.0393,3.2705,0.0000,3.2236,5.0822,5.0784,3.7355,5.5022,19.1447,1.0000
sub-001,ses-02,Fp1,12,2,4,2,6.8055,4.3997,5.9061,2.8894,0.0000,2.7400,5.1842,5.1899,4.2078,6.0188,15.0341,10.0000
sub-001,ses-02,Fp1,13,4,2,2,16.5678,7.4840,6.0005,5.7048,0.0000,4.7994,5.1944,5.0751,6.2815,5.5488,53.7724,1.0000
